,Name,Property_type,Country,code,latitude,longitude,neighbourhood,Accomadates,Price,guests_included,Extra_people,min_nights,max_nights,Cancellation_policy,amenities,availability_365,bedrooms,beds,room_type,last_review,Reviews_count,review_score,host_listings,host_name,host_id,verified_host
4672,Sunny and Quiet Williamsburg Room,Apartment,United States of America,USA,40.71217,-73.96367,Brooklyn,2,100.0,1.0,25.0,2,7,moderate,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'Dryer', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Private entrance', 'Hot water', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Wide hallway clearance', 'Wide doorway', 'Other']",0,1.0,1.0,Private room,2018-10-07 04:00:00,32,97.0,2,Masha,6465286,True
4673,Paradise in Leblon,Apartment,Brazil,BRA,-22.98536600315653,-43.227183255355556,Leblon,4,351.0,4.0,50.0,2,50,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Doorman', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Long term stays allowed', 'Host greets you']",290,2.0,4.0,Entire home/apt,2019-01-27 05:00:00,68,98.0,1,Beth,24690390,False
4674,Quaint Apt in Copacabana / Ipanema,Apartment,Brazil,BRA,-22.98525512891079,-43.19288647832656,Copacabana,2,242.0,1.0,0.0,3,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Smoke detector', 'Carbon monoxide detector', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Lockbox']",0,1.0,1.0,Entire home/apt,2017-04-30 04:00:00,7,100.0,1,Lianne & Fabio,6005777,True
4675,QUARTO NO CORAÇÃO DE COPACABANA II,Apartment,Brazil,BRA,-22.967822306725132,-43.18539442074947,Copacabana,2,250.0,1.0,0.0,5,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials']",3,1.0,1.0,Private room,2017-10-17 04:00:00,3,93.0,1,Nanda,24902764,False
4676,Amplo e ventilado 500 metros metrô,Apartment,Brazil,BRA,-22.921838779943485,-43.180708857529716,Santa Teresa,2,101.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets allowed', 'Elevator', 'Washer', 'Essentials', 'Hangers', 'Hot water', 'Long term stays allowed']",0,1.0,1.0,Entire home/apt,2018-02-16 05:00:00,6,90.0,1,Roberta,24724314,False
4677,Beautiful Brooklyn Brownstone,Apartment,United States of America,USA,40.68834,-73.97875,Brooklyn,2,100.0,1.0,0.0,2,8,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets live on this property', 'Dog(s)', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Essentials', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Stair gates', 'Room-darkening shades', 'Hot water', 'Other']",69,1.0,1.0,Private room,2019-02-27 05:00:00,102,99.0,1,Megan,2389885,True
4678,Chambre douillette & accueillante,Apartment,Canada,CA,45.53854,-73.6077,Rosemont-La Petite-Patrie,2,50.0,1.0,18.0,2,10,strict_14_with_grace_period,"['TV', 'Internet', 'Wifi', 'Kitchen', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Host greets you']",89,1.0,1.0,Private room,2018-08-21 04:00:00,34,98.0,1,Félix,24743589,False
4679,"Clean, New Private Garden Level Apartment in BKLYN",Apartment,United States of America,USA,40.64865,-73.97947,Brooklyn,6,195.0,6.0,30.0,2,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private living room', 'Private entrance', 'High chair', 'Children’s books and toys', 'Babysitter recommendations', 'Pack ’n Play/travel crib', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Well-lit path to entrance', 'Step-free access', 'Wide doorway', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Wide doorway', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Step-free access', 'Wide entryway']",220,2.0,5.0,Entire home/apt,2019-03-03 05:00:00,171,96.0,1,Aron,24761711,True
4680,Standard Double Room,Hotel,Turkey,TUR,41.01419,28.97782,Sultanahmet,2,200.0,1.0,590.0,1,1125,moderate,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Paid parking off premises', 'Heating', 'Smoke detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Luggage dropoff allowed']",365,1.0,1.0,Private room,2018-08-06 04:00:00,2,80.0,10,Erenler,22553766,False
4681,"Chambre 2 lits, 15mn praia, terraço. Fran/Port/Ing",Apartment,Brazil,BRA,-22.959753248500455,-43.20185859128582,Humaitá,2,149.0,2.0,75.0,2,15,moderate,"['TV', 'Wifi', 'Air conditioning', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Pets live on this property', 'Dog(s)', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace']",0,1.0,2.0,Private room,2016-08-29 04:00:00,3,93.0,2,Jean  Christophe,24723972,False
4683,"Beach Block 6bed Penthouse, Ipanema Best Location!",Serviced apartment,Brazil,BRA,-22.9863327988552,-43.20256262652219,Ipanema,13,3253.0,7.0,84.0,2,89,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Breakfast', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Paid parking on premises']",325,6.0,7.0,Entire home/apt,2019-01-07 05:00:00,39,88.0,8,Alex,70933,True
4686,Mauna Lani Golf Resort Townhouse with Beach Club,Townhouse,United States of America,USA,19.94608,-155.85925,Island of Hawaiʻi,6,198.0,5.0,20.0,2,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Pool', 'Kitchen', 'Free parking on premises', 'Gym', 'Hot tub', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Keypad', 'Private entrance', 'Outlet covers', 'Bathtub', 'Children’s books and toys', 'Children’s dinnerware', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishwasher', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Wide hallway clearance']",243,2.0,2.0,Entire home/apt,2019-02-24 05:00:00,138,99.0,1,Anna & Russell,10942031,False
4687,VICTORIAN SUNFILLED APT DREAM VIEW,Apartment,United States of America,USA,40.74741,-73.94712,Long Island City,3,95.0,2.0,20.0,1,1125,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Smoking allowed', 'Pets live on this property', 'Cat(s)', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Single level home']",342,1.0,2.0,Private room,2019-02-11 05:00:00,126,90.0,2,Nika,1705071,False
4688,MONTHLY COZY SUNNY - SAGRADA FAM.,Loft,Spain,ESP,41.40227,2.17517,Eixample,2,25.0,1.0,0.0,31,365,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Pets allowed', 'Elevator', 'Heating', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Room-darkening shades', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Ethernet connection', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove', 'BBQ grill', 'Patio or balcony', 'Luggage dropoff allowed', 'Long term stays allowed', 'Cleaning before checkout', 'Well-lit path to entrance', 'Accessible-height bed', 'Host greets you', 'Handheld shower head']",99,1.0,2.0,Entire home/apt,2019-02-21 05:00:00,87,93.0,3,Alicia,2397234,True
4689,Kanimbla Vista Apartment,Apartment,Australia,AUS,-33.64825,151.31998,Avalon,3,151.0,3.0,15.0,1,2,strict_14_with_grace_period,"['TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Pets allowed', 'Heating', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Lock on bedroom door', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad', 'Private entrance', 'Microwave', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",356,2.0,2.0,Entire home/apt,2019-03-02 05:00:00,10,96.0,1,Peter,25065391,False
4690,COPA LUXURY 1 BEDROOM,Apartment,Brazil,BRA,-22.973476307102754,-43.18762322712818,Copacabana,3,209.0,3.0,100.0,4,90,strict_14_with_grace_period,"['Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Elevator', 'Family/kid friendly', 'Washer', 'Dryer', 'Hangers', 'Hair dryer', 'Iron', 'Hot water', 'Bed linens', 'Extra pillows and blankets']",203,1.0,2.0,Entire home/apt,2019-01-07 05:00:00,64,95.0,60,Ricardo,4255118,True
4691,Feel like home,Apartment,Canada,CA,45.46518,-73.57497,Verdun,5,140.0,2.0,20.0,2,1125,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Kitchen', 'Hot tub', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Fire extinguisher', 'Essentials']",0,3.0,3.0,Entire home/apt,2015-08-03 04:00:00,2,90.0,3,Marie,1225123,False
4692,A room of one's own,Apartment,Turkey,TUR,41.03739,28.97492,Beyoglu,1,53.0,1.0,0.0,4,1125,flexible,"['Internet', 'Wifi', 'Kitchen', 'Smoking allowed', 'Heating', 'Washer', 'Hot water']",89,1.0,1.0,Private room,2016-05-11 04:00:00,1,100.0,1,Pilma,24938237,False
4693,Minyon Istanbul room no:4,Serviced apartment,Turkey,TUR,41.03599,28.99034,Taksim,3,174.0,1.0,24.0,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Wifi', 'Air conditioning', 'Kitchen', 'Free street parking', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Keypad', 'Crib', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed']",291,1.0,1.0,Entire home/apt,2019-02-01 05:00:00,62,93.0,8,Muge,5829222,True
4694,"KAPAA, KAUAI 2 BEDROOM SUITE, NICE!",Apartment,United States of America,USA,22.06449,-159.32053,Kauaʻi,6,249.0,1.0,0.0,1,1125,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Doorman', 'Gym', 'Hot tub', 'Indoor fireplace', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Suitable for events', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Essentials']",365,2.0,4.0,Entire home/apt,2019-01-04 05:00:00,3,87.0,472,Holly,12057949,True
4695,1 bd apt in Astoria,Apartment,United States of America,USA,40.77029,-73.92493,Astoria,2,130.0,3.0,20.0,1,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Free street parking', 'Heating', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Other']",267,1.0,1.0,Entire home/apt,2018-08-05 04:00:00,36,93.0,2,Irena,25134822,True
4696,Cozy Penthouse between Copacabana and Ipanema,Apartment,Brazil,BRA,-22.9850441757955,-43.19227750435189,Copacabana,4,578.0,1.0,0.0,1,60,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Smoking allowed', 'Pets allowed', 'Doorman', 'Pets live on this property', 'Dog(s)', 'Elevator', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'First aid kit', 'Fire extinguisher', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Private entrance', 'Outlet covers', 'Baby bath', 'Children’s books and toys', 'Babysitter recommendations', 'Crib', 'Pack ’n Play/travel crib', 'Room-darkening shades', 'Children’s dinnerware', 'Game console', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Pocket wifi', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'BBQ grill', 'Patio or balcony', 'Garden or backyard', 'Beach essentials', 'Luggage dropoff allowed', 'Long term stays allowed', 'Wide hallway clearance', 'Wide doorway', 'Flat path to front door', 'Well-lit path to entrance', 'Step-free access', 'Wide clearance to bed', 'Accessible-height bed', 'Step-free access', 'Accessible-height toilet', 'Wide clearance to shower', 'toilet', 'Wide entryway', 'Host greets you', 'Beachfront']",343,2.0,2.0,Entire home/apt,2019-01-28 05:00:00,79,98.0,1,Celia,2385085,False
4697,Apartamento de Cobertura no Rio de,Apartment,Brazil,BRA,-22.933982007346295,-43.240687342821936,Tijuca,3,280.0,1.0,120.0,1,1125,flexible,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Pool', 'Kitchen', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'First aid kit', 'Safety card', 'Fire extinguisher', 'Shampoo', 'Lock on bedroom door', '24-hour check-in', 'Iron', 'Laptop friendly workspace']",365,2.0,2.0,Private room,2016-08-18 04:00:00,1,80.0,2,Nilton,2393475,True
4698,luxurious studio center stage,Apartment,Canada,CA,45.52375,-73.5777,Le Plateau,2,101.0,2.0,50.0,31,1125,moderate,"['TV', 'Wifi', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Fire extinguisher', 'Essentials', 'Hangers', 'Hair dryer', 'Iron', 'Self check-in', 'Lockbox', 'Hot water', 'Bed linens', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Oven', 'Stove', 'Luggage dropoff allowed', 'Long term stays allowed']",157,1.0,1.0,Entire home/apt,2018-12-05 05:00:00,88,84.0,2,Zaki,13971026,False
4699,Serras - Oporto Stories Apartments,Apartment,Portugal,PRT,41.14853,-8.60669,,2,48.0,1.0,0.0,1,1125,moderate,"['TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Elevator', 'Washer', 'Essentials', '24-hour check-in', 'Hair dryer', 'Iron', 'Crib']",233,0.0,1.0,Entire home/apt,2018-04-01 04:00:00,15,93.0,13,Oporto Stories Apartments,21117355,True
4700,Amazing Duplex Apartment,Apartment,Canada,CA,45.52304,-73.58779,Mile End,2,42.0,2.0,0.0,2,1125,flexible,"['Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'First aid kit', 'Essentials', 'Hair dryer', 'Laptop friendly workspace', 'translation missing: en.hosting_amenity_50']",134,1.0,1.0,Private room,2018-09-01 04:00:00,11,93.0,1,Nico,25167548,False
4701,Manly Beach Views in Sydney,Apartment,Australia,AUS,-33.79526,151.28582,Manly,3,264.0,2.0,15.0,6,365,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Wheelchair accessible', 'Pool', 'Kitchen', 'Free parking on premises', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', '24-hour check-in', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Bathtub', 'High chair', 'Crib', 'Room-darkening shades', 'Hot water', 'Luggage dropoff allowed', 'Long term stays allowed', 'Host greets you']",293,1.0,1.0,Entire home/apt,2019-02-01 05:00:00,24,98.0,3,Jarmo,25335674,True
4702,Best Location on the UWS!!,Apartment,United States of America,USA,40.78936,-73.97502,Manhattan,2,78.0,1.0,0.0,2,1125,flexible,"['Wifi', 'Air conditioning', 'Wheelchair accessible', 'Kitchen', 'Pets allowed', 'Doorman', 'Pets live on this property', 'Dog(s)', 'Elevator', 'Buzzer/wireless intercom', 'Heating', 'Family/kid friendly', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_50']",0,1.0,1.0,Private room,2018-01-14 05:00:00,171,94.0,2,Sasha,10795846,True
4704,Confortável quarto com varanda  em Copacabana.,Serviced apartment,Brazil,BRA,-22.96554937276806,-43.19017673407163,Copacabana,1,119.0,1.0,60.0,2,14,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Free parking on premises', 'Smoking allowed', 'Doorman', 'Gym', 'Elevator', 'Buzzer/wireless intercom', 'Washer', 'Dryer', 'Smoke detector', 'Carbon monoxide detector', 'First aid kit', 'Safety card', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'translation missing: en.hosting_amenity_49', 'translation missing: en.hosting_amenity_50', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Microwave', 'Coffee maker', 'Refrigerator', 'Dishes and silverware', 'Cooking basics', 'Stove']",160,1.0,1.0,Private room,2018-09-09 04:00:00,6,97.0,3,Ricardo,16378976,True
4705,Best location in Leblon - 1 bedroom,Apartment,Brazil,BRA,-22.983939895931087,-43.22620317989102,Leblon,2,261.0,1.0,0.0,2,30,moderate,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Doorman', 'Elevator', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Fire extinguisher', 'Essentials', 'Shampoo', 'Hangers', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Self check-in', 'Building staff', 'Hot water', 'Bed linens', 'Extra pillows and blankets', 'Full kitchen']",149,1.0,1.0,Entire home/apt,2019-01-14 05:00:00,101,98.0,1,Renata,2423945,True
4706,Flat Leblon in Rio de Janeiro,Apartment,Brazil,BRA,-22.982480566105338,-43.22646361977887,Leblon,3,254.0,3.0,180.0,3,360,strict_14_with_grace_period,"['TV', 'Cable TV', 'Internet', 'Wifi', 'Air conditioning', 'Kitchen', 'Paid parking off premises', 'Doorman', 'Free street parking', 'Buzzer/wireless intercom', 'Family/kid friendly', 'Washer', 'Essentials', 'Hair dryer', 'Iron', 'Laptop friendly workspace', 'Hot water', 'Host greets you']",26,1.0,1.0,Entire home/apt,2019-01-05 05:00:00,6,100.0,1,Alfredo,25236936,True
